1,1,893220.9588442182,147712.0
1,2,1438542.0244718022,228356.8
1,3,1642391.2489064212,315245.6
1,4,1869515.4231643123,373568.4
1,5,2427678.610765725,512464.4
1,6,2876548.923948134,584278.8
1,7,3031467.7028727713,681691.2
1,8,2913878.7424458284,729374.8
1,9,188422.8238902966,1077198.4
1,10,2782597.7220625523,862880.4
2,1,856314.4103967072,207049.2
2,2,1608295.5628038866,289734.0
2,3,1821220.2204106287,391663.2
2,4,1932714.4363065683,444390.0
2,5,2015758.1123351303,549514.8
2,6,1873084.201864065,621738.4
2,7,2483190.2766814986,737987.2
2,8,2885863.436870759,740567.6
2,9,2618186.5026607076,785907.6
2,10,2704041.8406393197,871088.0
3,1,878838.3478696897,272569.0
3,2,1269682.0183982544,351041.2
3,3,1466446.4433433865,430098.4
3,4,1794732.79574312,507981.0
3,5,2491848.248570675,613656.4
3,6,1515280.4264068482,709737.4
3,7,2758013.701730728,880741.8
3,8,2209013.8715775236,784764.4
3,9,2164669.7442328352,811680.8
3,10,2199374.677208092,888636.2
