1,1,821217.0958925572,152353.33333333334
1,2,1176321.3560688314,285283.3333333333
1,3,1274410.2066329035,312847.3333333333
1,4,1527096.03356621,440926.6666666667
1,5,1464805.7207213012,430010.0
1,6,1501402.8269694266,490274.0
1,7,1434859.243451247,553726.0
1,8,1518633.147049999,577830.6666666666
1,9,1577345.3382293847,607970.6666666666
1,10,1533171.4327597688,673126.6666666666
2,1,767811.1424573751,211168.66666666666
2,2,837238.5912567797,276726.0
2,3,940353.8160381514,346164.0
2,4,1101489.3230408302,404358.6666666667
2,5,789171.1818879404,430906.6666666667
2,6,1184107.1452831146,548615.3333333334
2,7,1410256.9650948436,547372.6666666666
2,8,1416725.2645766714,617365.3333333334
2,9,1057342.6421320033,594046.0
2,10,1521789.5014912547,632228.6666666666
3,1,717033.64820231,273100.3333333333
3,2,1008884.6245611786,393059.3333333333
3,3,846930.7509188629,410006.6666666667
3,4,1146076.1211060672,454934.3333333333
3,5,852971.1696591814,509637.0
3,6,882539.3495220513,530281.0
3,7,1223468.0751189184,565918.0
3,8,1128342.0306072454,571195.0
3,9,1222124.646763039,588598.0
3,10,729823.4488972034,718391.0
