1,1,408116.40477828175,138594.0
1,2,238085.95861350553,191920.4
1,3,304105.5935120786,249875.6
1,4,719127.3981388814,247512.8
1,5,647932.18097768,279434.8
1,6,139774.85304572448,327093.2
1,7,135524.31918356754,324920.4
1,8,97727.42684650896,319948.8
1,9,468897.7116525578,329318.0
1,10,64784.68992828703,345793.6
2,1,137164.12420138065,184074.4
2,2,367223.01285308227,228868.0
2,3,138660.53802098703,246384.8
2,4,96090.70242807997,244138.4
2,5,261832.8835690161,260818.0
2,6,171779.67037027702,287856.0
2,7,325277.8981071176,305594.4
2,8,218076.30206835578,296344.0
2,9,173941.2325522906,306978.4
2,10,422485.72178499115,309846.8
3,1,191478.59180731507,216153.0
3,2,132956.14135744216,252264.6
3,3,205301.74201861132,268269.2
3,4,615886.6717210913,290016.6
3,5,259933.9862586219,293455.2
3,6,414648.53667844424,329995.6
3,7,359408.51653381356,323110.8
3,8,214165.52466471374,309003.0
3,9,321169.85877843754,323602.4
3,10,252981.39455549524,336149.4
