1,1,801530.2872947692,138757.6
1,2,920744.0481198119,220695.6
1,3,1271590.010049143,250848.8
1,4,1124155.5261676912,299785.2
1,5,151831.66655498717,245560.0
1,6,816502.3288591168,288564.0
1,7,1272573.9969920341,286634.4
1,8,1283370.8771012807,288163.6
1,9,362428.60862973414,293860.0
1,10,197405.84538551737,299009.6
2,1,701520.6314418,207366.8
2,2,385922.18605379044,221827.6
2,3,1084067.6274352511,308453.2
2,4,624228.3404404703,258876.4
2,5,637475.0833220625,242764.8
2,6,788750.8224524653,265158.4
2,7,1215436.5430762284,358301.6
2,8,629047.3384076158,266051.2
2,9,281644.5622472458,271110.8
2,10,220499.1456697388,268681.6
3,1,333401.62825654366,229783.8
3,2,669202.2896589279,285897.0
3,3,649644.1983898487,292885.6
3,4,443608.6773377024,288524.4
3,5,531709.0476470676,294770.2
3,6,524344.4241895501,313729.8
3,7,1000453.7796267122,366444.2
3,8,276542.8298462147,295456.4
3,9,787685.7006850762,348767.0
3,10,613688.8373553746,313439.2
