1,1,520056.77692840603,235523.2
1,2,955177.298036142,229066.0
1,3,1530317.3655826733,415117.6
1,4,1471057.6737512683,411369.2
1,5,1490622.0909652337,528376.4
1,6,1495945.87641055,567930.0
1,7,1541710.9702389957,687836.8
1,8,1557961.4072712585,713523.2
1,9,1510489.331831279,816500.4
1,10,1571429.0028086756,895940.4
2,1,704994.5408897112,209310.8
2,2,809524.0496403191,292994.0
2,3,1184888.247702946,388640.4
2,4,1492714.519762825,456805.6
2,5,1472355.9806027147,532759.2
2,6,1386293.1007100078,640037.6
2,7,1600854.948466242,884004.0
2,8,1529925.942985871,873861.2
2,9,1461231.2645457305,788963.2
2,10,1486250.57246376,904942.8
3,1,616205.1442666831,276267.6
3,2,844689.7451220487,359364.6
3,3,1067113.440082881,431935.0
3,4,1398031.3962760079,547638.0
3,5,1496726.0710405887,581454.0
3,6,1445319.2867476246,682891.6
3,7,1348302.6228233012,757293.2
3,8,1357534.0179309365,783972.0
3,9,1468247.5789781292,827269.8
3,10,1501133.340300564,941009.6
