1,1,434226.22000449337,138822.8
1,2,925934.841483189,208677.6
1,3,310155.93354549643,309358.0
1,4,521718.15811527596,313180.4
1,5,1001121.5305723012,364847.6
1,6,1216085.0754480313,433884.0
1,7,1216664.874676312,461068.0
1,8,574054.7786662175,454068.0
1,9,314450.19401433994,494647.2
1,10,847000.1485290445,545134.8
2,1,291988.74561926175,179190.0
2,2,484720.50700973347,236322.4
2,3,358157.4186641246,289238.4
2,4,448820.86908333295,314150.4
2,5,676379.0185925598,362611.2
2,6,479027.9862501847,415129.6
2,7,692493.3028727507,430485.2
2,8,539906.3186461977,427244.4
2,9,86543.12844244574,456427.2
2,10,472784.5235798596,479434.4
3,1,338012.16786356654,214818.0
3,2,535521.1928967787,262635.6
3,3,448792.0404192124,310921.8
3,4,412410.9536270112,339053.8
3,5,662379.1024324591,382564.2
3,6,480845.8154067872,432626.2
3,7,379601.1835019632,450912.4
3,8,662069.2179096116,440399.4
3,9,294357.81502094906,466146.6
3,10,267900.14776379574,489280.2
