0.200 474.900 149.626
0.510 466.160 155.812
2.000 409.500 173.480
3.000 411.080 177.168
5.000 360.780 175.408
10.000 332.940 167.340
20.000 403.020 163.692
30.000 498.320 128.832
60.000 855.640 60.272
