1,1,811648.3334329171,146714.8
1,2,437677.0753741591,361066.4
1,3,223518.80198773125,477800.0
1,4,1495706.0269398126,379560.8
1,5,1309580.224227665,386722.0
1,6,1278065.0883897287,510224.0
1,7,1450524.2674425854,538190.4
1,8,1431126.006683183,525197.2
1,9,1576712.4699218287,582482.0
1,10,1068423.388739606,630134.0
2,1,710722.768593747,210424.0
2,2,924146.7229654769,273842.0
2,3,1038928.9128770953,354985.6
2,4,1029654.6500165544,452371.2
2,5,579836.799740653,452045.6
2,6,979591.866138684,513444.8
2,7,1225916.1901343684,560582.4
2,8,1080678.2515437985,582928.0
2,9,791928.4906901253,621427.6
2,10,1300239.3664724147,636259.6
3,1,482351.26534846565,275801.8
3,2,693745.8445154717,341738.4
3,3,1328415.9336407622,418645.4
3,4,932438.8026118742,437837.8
3,5,1315730.069927612,477175.6
3,6,1270036.3976441545,544614.4
3,7,1128962.6141020716,586486.0
3,8,1144976.6980389603,582877.0
3,9,1286751.2265443618,598380.6
3,10,1080999.3344185813,645271.4
